Date,Vendor,Brand,Channel,Platform,Spend,Impressions,Data_Grain,Processed_At,Source_File
2024-08-26,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-08-27,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-08-28,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-08-29,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-08-30,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-08-31,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-09-01,iHeartMedia,BetOnline,Audio,iHeartMedia,7142.857142857143,37171.42857142857,daily,2026-04-03 15:00:53.585569,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Aug_Table1_20260322_180110.csv
2024-09-02,iHeartMedia,BetOnline,Audio,iHeartMedia,3571.4285714285716,16114.285714285714,daily,2026-04-03 15:00:53.377338,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Sep_Table1_20260322_180110.csv
2024-09-03,iHeartMedia,BetOnline,Audio,iHeartMedia,3571.4285714285716,16114.285714285714,daily,2026-04-03 15:00:53.377338,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Sep_Table1_20260322_180110.csv
2024-09-04,iHeartMedia,BetOnline,Audio,iHeartMedia,3571.4285714285716,16114.285714285714,daily,2026-04-03 15:00:53.377338,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Sep_Table1_20260322_180110.csv
2024-09-05,iHeartMedia,BetOnline,Audio,iHeartMedia,3571.4285714285716,16114.285714285714,daily,2026-04-03 15:00:53.377338,RAW_iHeartMedia_Monthly_Impressions_By_Channel_Sep'25_Market_Summary-Sep_Table1_20260322_180110.csv
